interval_id,timestamp,date,time,hour,is_weekend,is_peak,household_id,household_type,feeder_id,panel_kw,solar_gen_kwh,load_kwh,net_kwh,surplus_kwh,demand_kwh,temperature_c,radiation_wm2,cloud_cover_pct,indicative_price_inr,grid_decision
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H018,consumer,FEEDER-B,0.0,0.0,0.075,-0.075,0.0,0.075,30.8,0.0,47.0,6.51,TRADE_ALLOWED
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H019,prosumer,FEEDER-C,4.2,0.0,0.048,-0.048,0.0,0.048,30.8,0.0,47.0,6.51,TRADE_ALLOWED
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H020,prosumer,FEEDER-C,3.6,0.0,0.0314,-0.0314,0.0,0.0314,30.8,0.0,47.0,6.51,TRADE_ALLOWED
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H021,consumer,FEEDER-C,0.0,0.0,0.0569,-0.0569,0.0,0.0569,30.8,0.0,47.0,6.51,TRADE_ALLOWED
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H022,consumer,FEEDER-C,0.0,0.0,0.0915,-0.0915,0.0,0.0915,30.8,0.0,47.0,6.51,TRADE_ALLOWED
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H023,prosumer,FEEDER-C,5.5,0.0,0.0695,-0.0695,0.0,0.0695,30.8,0.0,47.0,6.51,TRADE_ALLOWED
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H024,consumer,FEEDER-C,0.0,0.0,0.0385,-0.0385,0.0,0.0385,30.8,0.0,47.0,6.51,TRADE_ALLOWED
1,2026-09-12T00:00:00,2026-09-12,00:00,0,True,False,H025,prosumer,FEEDER-C,3.0,0.0,0.0286,-0.0286,0.0,0.0286,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H001,prosumer,FEEDER-A,3.5,0.0,0.0398,-0.0398,0.0,0.0398,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H002,prosumer,FEEDER-A,4.0,0.0,0.0556,-0.0556,0.0,0.0556,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H003,prosumer,FEEDER-A,2.8,0.0,0.0251,-0.0251,0.0,0.0251,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H004,prosumer,FEEDER-A,5.0,0.0,0.0681,-0.0681,0.0,0.0681,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H005,prosumer,FEEDER-A,3.2,0.0,0.0269,-0.0269,0.0,0.0269,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H006,prosumer,FEEDER-B,4.5,0.0,0.0589,-0.0589,0.0,0.0589,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H007,prosumer,FEEDER-B,3.0,0.0,0.0327,-0.0327,0.0,0.0327,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H008,prosumer,FEEDER-B,6.0,0.0,0.0834,-0.0834,0.0,0.0834,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H009,prosumer,FEEDER-B,2.5,0.0,0.0224,-0.0224,0.0,0.0224,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H010,prosumer,FEEDER-B,3.8,0.0,0.0399,-0.0399,0.0,0.0399,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H011,consumer,FEEDER-A,0.0,0.0,0.0602,-0.0602,0.0,0.0602,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H012,consumer,FEEDER-A,0.0,0.0,0.0736,-0.0736,0.0,0.0736,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H013,consumer,FEEDER-A,0.0,0.0,0.0409,-0.0409,0.0,0.0409,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H014,consumer,FEEDER-A,0.0,0.0,0.1043,-0.1043,0.0,0.1043,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H015,consumer,FEEDER-B,0.0,0.0,0.0572,-0.0572,0.0,0.0572,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H016,consumer,FEEDER-B,0.0,0.0,0.043,-0.043,0.0,0.043,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H017,consumer,FEEDER-B,0.0,0.0,0.0936,-0.0936,0.0,0.0936,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H018,consumer,FEEDER-B,0.0,0.0,0.0793,-0.0793,0.0,0.0793,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H019,prosumer,FEEDER-C,4.2,0.0,0.0462,-0.0462,0.0,0.0462,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H020,prosumer,FEEDER-C,3.6,0.0,0.036,-0.036,0.0,0.036,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H021,consumer,FEEDER-C,0.0,0.0,0.0534,-0.0534,0.0,0.0534,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H022,consumer,FEEDER-C,0.0,0.0,0.0881,-0.0881,0.0,0.0881,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H023,prosumer,FEEDER-C,5.5,0.0,0.061,-0.061,0.0,0.061,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H024,consumer,FEEDER-C,0.0,0.0,0.0368,-0.0368,0.0,0.0368,30.8,0.0,47.0,6.51,TRADE_ALLOWED
2,2026-09-12T00:15:00,2026-09-12,00:15,0,True,False,H025,prosumer,FEEDER-C,3.0,0.0,0.0321,-0.0321,0.0,0.0321,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H001,prosumer,FEEDER-A,3.5,0.0,0.0321,-0.0321,0.0,0.0321,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H002,prosumer,FEEDER-A,4.0,0.0,0.0453,-0.0453,0.0,0.0453,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H003,prosumer,FEEDER-A,2.8,0.0,0.0204,-0.0204,0.0,0.0204,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H004,prosumer,FEEDER-A,5.0,0.0,0.0586,-0.0586,0.0,0.0586,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H005,prosumer,FEEDER-A,3.2,0.0,0.024,-0.024,0.0,0.024,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H006,prosumer,FEEDER-B,4.5,0.0,0.0545,-0.0545,0.0,0.0545,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H007,prosumer,FEEDER-B,3.0,0.0,0.0364,-0.0364,0.0,0.0364,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H008,prosumer,FEEDER-B,6.0,0.0,0.0812,-0.0812,0.0,0.0812,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H009,prosumer,FEEDER-B,2.5,0.0,0.0255,-0.0255,0.0,0.0255,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H010,prosumer,FEEDER-B,3.8,0.0,0.0396,-0.0396,0.0,0.0396,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H011,consumer,FEEDER-A,0.0,0.0,0.0544,-0.0544,0.0,0.0544,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H012,consumer,FEEDER-A,0.0,0.0,0.0802,-0.0802,0.0,0.0802,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H013,consumer,FEEDER-A,0.0,0.0,0.0461,-0.0461,0.0,0.0461,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H014,consumer,FEEDER-A,0.0,0.0,0.1238,-0.1238,0.0,0.1238,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H015,consumer,FEEDER-B,0.0,0.0,0.058,-0.058,0.0,0.058,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H016,consumer,FEEDER-B,0.0,0.0,0.0397,-0.0397,0.0,0.0397,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H017,consumer,FEEDER-B,0.0,0.0,0.1019,-0.1019,0.0,0.1019,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H018,consumer,FEEDER-B,0.0,0.0,0.0683,-0.0683,0.0,0.0683,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H019,prosumer,FEEDER-C,4.2,0.0,0.0484,-0.0484,0.0,0.0484,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H020,prosumer,FEEDER-C,3.6,0.0,0.04,-0.04,0.0,0.04,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H021,consumer,FEEDER-C,0.0,0.0,0.0539,-0.0539,0.0,0.0539,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H022,consumer,FEEDER-C,0.0,0.0,0.0922,-0.0922,0.0,0.0922,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H023,prosumer,FEEDER-C,5.5,0.0,0.0762,-0.0762,0.0,0.0762,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H024,consumer,FEEDER-C,0.0,0.0,0.0404,-0.0404,0.0,0.0404,30.8,0.0,47.0,6.51,TRADE_ALLOWED
3,2026-09-12T00:30:00,2026-09-12,00:30,0,True,False,H025,prosumer,FEEDER-C,3.0,0.0,0.0296,-0.0296,0.0,0.0296,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H001,prosumer,FEEDER-A,3.5,0.0,0.0372,-0.0372,0.0,0.0372,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H002,prosumer,FEEDER-A,4.0,0.0,0.0464,-0.0464,0.0,0.0464,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H003,prosumer,FEEDER-A,2.8,0.0,0.0222,-0.0222,0.0,0.0222,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H004,prosumer,FEEDER-A,5.0,0.0,0.0649,-0.0649,0.0,0.0649,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H005,prosumer,FEEDER-A,3.2,0.0,0.0259,-0.0259,0.0,0.0259,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H006,prosumer,FEEDER-B,4.5,0.0,0.0536,-0.0536,0.0,0.0536,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H007,prosumer,FEEDER-B,3.0,0.0,0.0336,-0.0336,0.0,0.0336,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H008,prosumer,FEEDER-B,6.0,0.0,0.0779,-0.0779,0.0,0.0779,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H009,prosumer,FEEDER-B,2.5,0.0,0.0245,-0.0245,0.0,0.0245,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H010,prosumer,FEEDER-B,3.8,0.0,0.0345,-0.0345,0.0,0.0345,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H011,consumer,FEEDER-A,0.0,0.0,0.0526,-0.0526,0.0,0.0526,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H012,consumer,FEEDER-A,0.0,0.0,0.0631,-0.0631,0.0,0.0631,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H013,consumer,FEEDER-A,0.0,0.0,0.0462,-0.0462,0.0,0.0462,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H014,consumer,FEEDER-A,0.0,0.0,0.1201,-0.1201,0.0,0.1201,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H015,consumer,FEEDER-B,0.0,0.0,0.0651,-0.0651,0.0,0.0651,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H016,consumer,FEEDER-B,0.0,0.0,0.0599,-0.0599,0.0,0.0599,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H017,consumer,FEEDER-B,0.0,0.0,0.1085,-0.1085,0.0,0.1085,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H018,consumer,FEEDER-B,0.0,0.0,0.0664,-0.0664,0.0,0.0664,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H019,prosumer,FEEDER-C,4.2,0.0,0.0589,-0.0589,0.0,0.0589,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H020,prosumer,FEEDER-C,3.6,0.0,0.0327,-0.0327,0.0,0.0327,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H021,consumer,FEEDER-C,0.0,0.0,0.0629,-0.0629,0.0,0.0629,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H022,consumer,FEEDER-C,0.0,0.0,0.0921,-0.0921,0.0,0.0921,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H023,prosumer,FEEDER-C,5.5,0.0,0.0659,-0.0659,0.0,0.0659,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H024,consumer,FEEDER-C,0.0,0.0,0.0433,-0.0433,0.0,0.0433,30.8,0.0,47.0,6.51,TRADE_ALLOWED
4,2026-09-12T00:45:00,2026-09-12,00:45,0,True,False,H025,prosumer,FEEDER-C,3.0,0.0,0.028,-0.028,0.0,0.028,30.8,0.0,47.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H001,prosumer,FEEDER-A,3.5,0.0,0.0303,-0.0303,0.0,0.0303,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H002,prosumer,FEEDER-A,4.0,0.0,0.0391,-0.0391,0.0,0.0391,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H003,prosumer,FEEDER-A,2.8,0.0,0.0195,-0.0195,0.0,0.0195,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H004,prosumer,FEEDER-A,5.0,0.0,0.0485,-0.0485,0.0,0.0485,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H005,prosumer,FEEDER-A,3.2,0.0,0.0216,-0.0216,0.0,0.0216,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H006,prosumer,FEEDER-B,4.5,0.0,0.0484,-0.0484,0.0,0.0484,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H007,prosumer,FEEDER-B,3.0,0.0,0.0294,-0.0294,0.0,0.0294,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H008,prosumer,FEEDER-B,6.0,0.0,0.0727,-0.0727,0.0,0.0727,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H009,prosumer,FEEDER-B,2.5,0.0,0.0201,-0.0201,0.0,0.0201,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H010,prosumer,FEEDER-B,3.8,0.0,0.0347,-0.0347,0.0,0.0347,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H011,consumer,FEEDER-A,0.0,0.0,0.0471,-0.0471,0.0,0.0471,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H012,consumer,FEEDER-A,0.0,0.0,0.0671,-0.0671,0.0,0.0671,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H013,consumer,FEEDER-A,0.0,0.0,0.039,-0.039,0.0,0.039,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H014,consumer,FEEDER-A,0.0,0.0,0.1047,-0.1047,0.0,0.1047,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H015,consumer,FEEDER-B,0.0,0.0,0.0512,-0.0512,0.0,0.0512,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H016,consumer,FEEDER-B,0.0,0.0,0.0444,-0.0444,0.0,0.0444,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H017,consumer,FEEDER-B,0.0,0.0,0.0912,-0.0912,0.0,0.0912,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H018,consumer,FEEDER-B,0.0,0.0,0.0623,-0.0623,0.0,0.0623,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H019,prosumer,FEEDER-C,4.2,0.0,0.0402,-0.0402,0.0,0.0402,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H020,prosumer,FEEDER-C,3.6,0.0,0.0313,-0.0313,0.0,0.0313,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H021,consumer,FEEDER-C,0.0,0.0,0.0544,-0.0544,0.0,0.0544,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H022,consumer,FEEDER-C,0.0,0.0,0.0683,-0.0683,0.0,0.0683,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H023,prosumer,FEEDER-C,5.5,0.0,0.0613,-0.0613,0.0,0.0613,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H024,consumer,FEEDER-C,0.0,0.0,0.0337,-0.0337,0.0,0.0337,30.5,0.0,66.0,6.51,TRADE_ALLOWED
5,2026-09-12T01:00:00,2026-09-12,01:00,1,True,False,H025,prosumer,FEEDER-C,3.0,0.0,0.0222,-0.0222,0.0,0.0222,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H001,prosumer,FEEDER-A,3.5,0.0,0.03,-0.03,0.0,0.03,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H002,prosumer,FEEDER-A,4.0,0.0,0.0348,-0.0348,0.0,0.0348,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H003,prosumer,FEEDER-A,2.8,0.0,0.0175,-0.0175,0.0,0.0175,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H004,prosumer,FEEDER-A,5.0,0.0,0.0581,-0.0581,0.0,0.0581,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H005,prosumer,FEEDER-A,3.2,0.0,0.0244,-0.0244,0.0,0.0244,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H006,prosumer,FEEDER-B,4.5,0.0,0.042,-0.042,0.0,0.042,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H007,prosumer,FEEDER-B,3.0,0.0,0.0289,-0.0289,0.0,0.0289,30.5,0.0,66.0,6.51,TRADE_ALLOWED
6,2026-09-12T01:15:00,2026-09-12,01:15,1,True,False,H008,prosumer,FEEDER-B,6.0,0.0,0.0739,-0.0739,0.0,0.0739,30.5,0.0,66.0,6.51,TRADE_ALLOWED
